task_description,task_category,task_required_skill,employer_id,employer_skill,match,required_skills_list,employer_skills_list
"this task involves testing a mobile development app skills needed react native,java,flutter",mobile development,"ract nativ,java,flutter",561b2174-50c6-1528-0fc8-4d6492805f54,"react,kotlin,javascript,kubrnts,penetration testing",0,"['ract nativ', 'java', 'flutter']","['react', 'kotlin', 'javascript', 'kubrnts', 'penetration testing']"
"this task involves developing a data science app skills needed python,sql,pnds,scikitlearn",data science,"python,sql,pnds,scikitlearn",4f506b6a-d80e-2522-d307-157145b3b582,"react native,encryption,unity,networking,ract",0,"['python', 'sql', 'pnds', 'scikitlearn']","['react native', 'encryption', 'unity', 'networking', 'ract']"
"this tsk involves designing cybersecurity pp skills needed networking,siem,penetrtion testing",cybersecurity,"networking,siem,penetrtion testing",fd1da9a8-c9ba-c192-d160-d60b6d63c61f,"kubrnts,blender,aws,html",0,"['networking', 'siem', 'penetrtion testing']","['kubrnts', 'blender', 'aws', 'html']"
"this task involves developing a web development app skills needed javascript,nodejs",web development,"javascript,nodejs",b4986ba2-69ce-1b79-f592-0b16c068530b,"python,unreal engine,c,pandas,ws",0,"['javascript', 'nodejs']","['python', 'unreal engine', 'c', 'pandas', 'ws']"
"this task involves designing a web development app skills needed nodejs,html",web development,"nodejs,html",94c57f0d-0798-4adf-16c0-08a0c3254e4c,"numpy,ract nativ,flutter",0,"['nodejs', 'html']","['numpy', 'ract nativ', 'flutter']"
"this tsk involves testing dt science pp skills needed numpy,python,sql",dt science,"numpy,python,sql",4b08352c-4910-7faf-991c-ed79046a248a,"unity,scikitlearn,blender",0,"['numpy', 'python', 'sql']","['unity', 'scikitlearn', 'blender']"
"this task involves designing a devops app skills needed terrform,aws,kubernetes",devops,"terrform,aws,kubernetes",3e7a03f3-13cc-e4c0-f2e3-d2f441a61286,"sql,react native,trraform,css",0,"['terrform', 'aws', 'kubernetes']","['sql', 'react native', 'trraform', 'css']"
"this tsk involves improving cybersecurity pp skills needed penetration testing,networking,siem",cybersecurity,"penetration testing,networking,siem",25b9fb5a-8cf6-767a-07db-0413e4e34536,"sql,unreal engine,html,javascript",0,"['penetration testing', 'networking', 'siem']","['sql', 'unreal engine', 'html', 'javascript']"
"this task involves improving a devops app skills needed aws,docker,cicd",devops,"aws,docker,cicd",2e6d4176-813f-76ce-564a-1101a3b967ef,"python,nodejs,java",0,"['aws', 'docker', 'cicd']","['python', 'nodejs', 'java']"
"this task involves testing a devops app skills needed cicd,terrform,ws,kubernetes",devops,"cicd,terrform,ws,kubernetes",c57654d2-5ec6-0e97-e6cd-6d354fdb7a0d,"penetration testing,cicd,c",0,"['cicd', 'terrform', 'ws', 'kubernetes']","['penetration testing', 'cicd', 'c']"
"this task involves improving a game development app skills needed unity,c,blender",gme development,"unity,c,blender",7c5177e4-3eaa-ff31-5a01-c0171ba49453,"css,javascript,numpy",0,"['unity', 'c', 'blender']","['css', 'javascript', 'numpy']"
"this task involves designing a web development app skills needed react,nodejs,html,javascript",web development,"ract,nodjs,html,javascript",de875e45-e82b-cb58-ae62-be241eacbf83,"unity,fluttr,siem,terraform",0,"['ract', 'nodjs', 'html', 'javascript']","['unity', 'fluttr', 'siem', 'terraform']"
"this task involves testing a data science app skills needed sql,scikitlearn",data science,"sql,scikitlearn",7407bfa6-4bfa-d118-c0d7-c6eee3cc3a1d,"fluttr,numpy,nodjs",0,"['sql', 'scikitlearn']","['fluttr', 'numpy', 'nodjs']"
"this task involves improving a web development app skills needed html,rect,css,nodejs",web development,"html,rect,css,nodejs",4bc0bc7d-0e8c-4130-033c-e98ebb8b06fd,"terraform,flutter,cicd,unral engin,encryption",0,"['html', 'rect', 'css', 'nodejs']","['terraform', 'flutter', 'cicd', 'unral engin', 'encryption']"
"this tsk involves testing web development pp skills needed css,html,javascript,rect",web development,"css,html,javascript,ract",45eea1e6-c4bd-94a4-d9c0-2a334338bb1c,"unity,sql,c,encryption,css",0,"['css', 'html', 'javascript', 'ract']","['unity', 'sql', 'c', 'encryption', 'css']"
"this task involves designing a devops app skills needed aws,kubernetes",devops,"aws,kubrnts",e9d6524c-fa04-ffd7-d7b7-b7ca902adfc0,"java,nodjs,kubernetes,blender",0,"['aws', 'kubrnts']","['java', 'nodjs', 'kubernetes', 'blender']"
"this task involves developing a data science app skills needed scikitlern,pnds",data science,"scikitlrn,pnds",1c90cf29-a96e-1683-20fb-06e3be7c1caf,"c,c,html,terrform,unity",0,"['scikitlrn', 'pnds']","['c', 'c', 'html', 'terrform', 'unity']"
"this task involves developing a data science app skills needed numpy,scikitlern,python",data science,"numpy,scikitlrn,python",2a94d8f3-bc5c-4464-90a6-b00e32889adb,"unity,c,numpy,jvscript,kubernetes",0,"['numpy', 'scikitlrn', 'python']","['unity', 'c', 'numpy', 'jvscript', 'kubernetes']"
"this task involves designing a mobile development app skills needed java,kotlin,react native",mobile development,"java,kotlin,ract nativ",3f98b55b-11ff-7bcb-2b08-1988238cf606,"penetration testing,kubernetes,swift",0,"['java', 'kotlin', 'ract nativ']","['penetration testing', 'kubernetes', 'swift']"
"this task involves improving a devops app skills needed kubernetes,terraform,cicd,docker",devops,"kubernetes,terraform,cicd,docker",076b2331-db88-787a-8324-67c96d62ec36,"dockr,sql,c,trraform",1,"['kubernetes', 'terraform', 'cicd', 'docker']","['dockr', 'sql', 'c', 'trraform']"
"this task involves designing a cybersecurity app skills needed networking,siem,firewalls",cybersecurity,"networking,siem,firewalls",8718e9ce-ebfd-b4c6-442b-cf79646047d6,"unity,swift,encryption",0,"['networking', 'siem', 'firewalls']","['unity', 'swift', 'encryption']"
"this task involves improving a mobile development app skills needed kotlin,java,flutter",mobile development,"kotlin,java,flutter",951c1085-e075-64fc-fff3-782e91ba59a2,"firwlls,nodjs,unreal engine",0,"['kotlin', 'java', 'flutter']","['firwlls', 'nodjs', 'unreal engine']"
"this tsk involves developing web development pp skills needed jvscript,react,html",web development,"javascript,react,html",a92a8385-0b3c-891c-2407-c54d92c58872,"encryption,c,unral engin,ws",0,"['javascript', 'react', 'html']","['encryption', 'c', 'unral engin', 'ws']"
"this task involves designing a devops app skills needed ws,docker,kubernetes",devops,"ws,dockr,kubernetes",24ccdec7-4ee5-d971-9a86-b7415b0db7b5,"blndr,python,c",0,"['ws', 'dockr', 'kubernetes']","['blndr', 'python', 'c']"
"this task involves testing a cybersecurity app skills needed networking,siem,penetration testing,encryption",cybersecurity,"ntworking,siem,penetration testing,encryption",a2f02354-28d8-6333-19b1-c9b8061c671f,"css,pntration tsting,unrel engine,html,aws",0,"['ntworking', 'siem', 'penetration testing', 'encryption']","['css', 'pntration tsting', 'unrel engine', 'html', 'aws']"
"this task involves improving a web development app skills needed nodejs,html,javascript",web development,"nodjs,html,javascript",5a7c0fa9-0cf0-026f-1fb7-3deb30beddc0,"blender,siem,c,ws,sql",0,"['nodjs', 'html', 'javascript']","['blender', 'siem', 'c', 'ws', 'sql']"
"this tsk involves testing cybersecurity pp skills needed firewlls,penetrtion testing,encryption",cybersecurity,"firewlls,penetration testing,encryption",26d829a0-4f13-a74d-6d5e-ad9edd5a9b5a,"siem,ract,swift,c",0,"['firewlls', 'penetration testing', 'encryption']","['siem', 'ract', 'swift', 'c']"
"this task involves designing a data science app skills needed numpy,pnds",data science,"numpy,pnds",17abceb2-9a42-4c56-f5f4-742e5c19d124,"c,blender,css",0,"['numpy', 'pnds']","['c', 'blender', 'css']"
"this task involves designing a game development app skills needed blender,c,unity,c",gme development,"blndr,c,unity,c",61081370-f2eb-bac9-f6e1-38e6c8b4e9bd,"pnds,java,networking,c,encryption",0,"['blndr', 'c', 'unity', 'c']","['pnds', 'java', 'networking', 'c', 'encryption']"
"this task involves designing a devops app skills needed kubernetes,terraform,docker",devops,"kubernetes,terraform,docker",c26b8b59-4547-03b3-e56b-0ea9e375a2a9,"firewalls,nodjs,javascript,html,jv",0,"['kubernetes', 'terraform', 'docker']","['firewalls', 'nodjs', 'javascript', 'html', 'jv']"
"this tsk involves designing mobile development pp skills needed swift,jv",mobile development,"swift,java",bb889a51-1dbc-f2dc-2d67-45cf8d351d42,"encryption,siem,docker,unity,aws",0,"['swift', 'java']","['encryption', 'siem', 'docker', 'unity', 'aws']"
"this task involves developing a web development app skills needed nodejs,jvscript",web development,"nodejs,jvscript",4b5a663b-fe27-dcc1-2c41-184902145e2d,"html,penetrtion testing,numpy,java,docker",0,"['nodejs', 'jvscript']","['html', 'penetrtion testing', 'numpy', 'java', 'docker']"
"this task involves improving a devops app skills needed aws,terrform,kubernetes,cicd",devops,"aws,terrform,kubernetes,cicd",e1c17f29-854f-caf1-1dbf-429dcc1a8faa,"pnds,aws,networking",0,"['aws', 'terrform', 'kubernetes', 'cicd']","['pnds', 'aws', 'networking']"
"this task involves testing a cybersecurity app skills needed networking,encryption",cybersecurity,"ntworking,encryption",4daa6284-1875-bd55-a5c5-ecaa286674c7,"java,swift,firewalls,aws,cicd",0,"['ntworking', 'encryption']","['java', 'swift', 'firewalls', 'aws', 'cicd']"
"this task involves improving a data science app skills needed python,scikitlearn,pnds",data science,"python,scikitlearn,pnds",e3306bec-8459-5d40-bff8-f244b648e9d9,"docker,css,pntration tsting,html,kubrnts",0,"['python', 'scikitlearn', 'pnds']","['docker', 'css', 'pntration tsting', 'html', 'kubrnts']"
"this tsk involves improving web development pp skills needed javascript,rect",web development,"javascript,ract",da31263b-2989-0fe4-097a-1f9ed2c8362a,"blender,python,networking,react native",0,"['javascript', 'ract']","['blender', 'python', 'networking', 'react native']"
"this task involves testing a mobile development app skills needed java,swift,flutter,rect ntive",mobile development,"java,swift,fluttr,rect ntive",18d914e6-0995-1edd-3911-e6e6bd7953cc,"sql,networking,docker,blender",0,"['java', 'swift', 'fluttr', 'rect ntive']","['sql', 'networking', 'docker', 'blender']"
"this task involves designing a mobile development app skills needed flutter,rect ntive",mobile development,"fluttr,rect ntive",fe9b4756-21b0-7674-9a98-344afd4a613e,"networking,c,rect ntive,scikitlearn",0,"['fluttr', 'rect ntive']","['networking', 'c', 'rect ntive', 'scikitlearn']"
"this task involves improving a data science app skills needed numpy,pnds",dt science,"numpy,pnds",cc068d50-c006-2ecf-562d-8bba7d181dfe,"nodejs,cicd,numpy,css,encryption",0,"['numpy', 'pnds']","['nodejs', 'cicd', 'numpy', 'css', 'encryption']"
"this tsk involves developing gme development pp skills needed c,blender,unrel engine,c",game development,"c,blender,unrel engine,c",1d9b7bc9-47ea-4373-20f3-716809436dd6,"kubrnts,python,pnds",0,"['c', 'blender', 'unrel engine', 'c']","['kubrnts', 'python', 'pnds']"
"this tsk involves testing devops pp skills needed docker,cicd,terrform,ws",devops,"docker,cicd,trraform,ws",d07c9d8a-8d7b-7ca8-569a-01e3ffc3f190,"kotlin,rect ntive,unity",0,"['docker', 'cicd', 'trraform', 'ws']","['kotlin', 'rect ntive', 'unity']"
"this task involves improving a web development app skills needed css,react,javascript,nodejs",web development,"css,ract,javascript,nodejs",b4fa41bd-be60-da8d-0d25-6aef61df9719,"pntration tsting,ract,unrel engine,encryption,kubernetes",0,"['css', 'ract', 'javascript', 'nodejs']","['pntration tsting', 'ract', 'unrel engine', 'encryption', 'kubernetes']"
"this task involves developing a game development app skills needed unrel engine,unity,c",game development,"unrel engine,unity,c",e6c1a91a-76b5-385d-027d-f19a535ccd71,"aws,encryption,blender,pandas",0,"['unrel engine', 'unity', 'c']","['aws', 'encryption', 'blender', 'pandas']"
"this task involves improving a devops app skills needed kubernetes,terraform",devops,"kubrnts,terraform",5bddc2ef-2427-e9e1-595e-0ec6fa2e3694,"numpy,ract,unity",0,"['kubrnts', 'terraform']","['numpy', 'ract', 'unity']"
"this task involves improving a cybersecurity app skills needed penetration testing,networking",cybersecurity,"penetration testing,ntworking",f08bda3c-be62-5ce4-f50b-16fa1409fc75,"pandas,unity,javascript,html,swift",0,"['penetration testing', 'ntworking']","['pandas', 'unity', 'javascript', 'html', 'swift']"
"this task involves designing a mobile development app skills needed java,kotlin",mobile development,"java,kotlin",d1232436-0d08-b466-5222-7ad92102c949,"penetration testing,scikitlrn,siem",0,"['java', 'kotlin']","['penetration testing', 'scikitlrn', 'siem']"
"this task involves designing a data science app skills needed pandas,numpy,python",data science,"pandas,numpy,python",29656d63-4b0a-f97c-e153-f8ea998b1117,"react,scikitlearn,sql",0,"['pandas', 'numpy', 'python']","['react', 'scikitlearn', 'sql']"
"this task involves developing a devops app skills needed cicd,aws,docker",devops,"cicd,aws,docker",299d0e68-784d-b3ca-560f-f925f89a8f18,"pntration tsting,unity,siem",0,"['cicd', 'aws', 'docker']","['pntration tsting', 'unity', 'siem']"
"this tsk involves developing dt science pp skills needed numpy,python,scikitlern,sql",data science,"numpy,python,scikitlern,sql",1abd62ef-5a3b-8730-e78e-f4235d8f2395,"css,sql,unity,pnds",0,"['numpy', 'python', 'scikitlern', 'sql']","['css', 'sql', 'unity', 'pnds']"
"this task involves testing a web development app skills needed nodejs,css",web development,"nodjs,css",e10e3033-dfa1-b3da-839f-1b3fb86e09aa,"firewalls,ws,sql,kotlin,cicd",0,"['nodjs', 'css']","['firewalls', 'ws', 'sql', 'kotlin', 'cicd']"
"this tsk involves designing devops pp skills needed cicd,kubernetes,terrform",devops,"cicd,kubernetes,terrform",047b08af-7850-ac70-fa56-4516d313d15d,"react native,swift,docker",0,"['cicd', 'kubernetes', 'terrform']","['react native', 'swift', 'docker']"
"this tsk involves improving cybersecurity pp skills needed networking,penetrtion testing,siem,encryption",cybersecurity,"networking,penetration testing,siem,encryption",a3904d4f-30e1-4d95-c71b-85f6c429b688,"dockr,encryption,siem,pandas",1,"['networking', 'penetration testing', 'siem', 'encryption']","['dockr', 'encryption', 'siem', 'pandas']"
"this task involves designing a web development app skills needed css,nodejs",web development,"css,nodjs",3c433601-e4a7-dd57-63e2-d743c8303d2b,"flutter,html,c",0,"['css', 'nodjs']","['flutter', 'html', 'c']"
"this tsk involves testing dt science pp skills needed numpy,scikitlern,python,pnds",dt science,"numpy,scikitlearn,python,pandas",df856f07-c512-a99d-467c-1f5b636e7fc2,"javascript,scikitlarn,react native",0,"['numpy', 'scikitlearn', 'python', 'pandas']","['javascript', 'scikitlarn', 'react native']"
"this task involves developing a game development app skills needed blender,unity",gme development,"blender,unity",0e4d4ad4-551b-7d8e-2475-25971a406137,"html,penetration testing,fluttr",0,"['blender', 'unity']","['html', 'penetration testing', 'fluttr']"
"this task involves developing a web development app skills needed html,css,jvscript",web development,"html,css,jvscript",705e4316-3734-8656-8833-a3752cbd03eb,"kubrnts,docker,networking",0,"['html', 'css', 'jvscript']","['kubrnts', 'docker', 'networking']"
"this tsk involves testing cybersecurity pp skills needed networking,siem,penetration testing",cybersecurity,"networking,siem,pntration tsting",2790ae45-7d3a-2306-0d81-65dbe455f6ff,"numpy,blender,javascript,c,kotlin",0,"['networking', 'siem', 'pntration tsting']","['numpy', 'blender', 'javascript', 'c', 'kotlin']"
"this task involves developing a cybersecurity app skills needed siem,firewlls,penetrtion testing,networking",cybersecurity,"siem,firewlls,penetrtion testing,ntworking",0aa4aa27-a828-2642-0221-807828abb0cf,"sql,trraform,unity,rect",0,"['siem', 'firewlls', 'penetrtion testing', 'ntworking']","['sql', 'trraform', 'unity', 'rect']"
"this task involves developing a data science app skills needed sql,numpy",data science,"sql,numpy",c4b20e04-d222-7490-9fe6-1cd792ee167e,"kubernetes,sql,pandas,nodejs",0,"['sql', 'numpy']","['kubernetes', 'sql', 'pandas', 'nodejs']"
"this tsk involves testing devops pp skills needed docker,cicd,kubernetes,ws",devops,"dockr,cicd,kubernetes,aws",017bbb3b-bf17-cef2-640a-833a85456b50,"siem,rct,dockr,python",0,"['dockr', 'cicd', 'kubernetes', 'aws']","['siem', 'rct', 'dockr', 'python']"
"this task involves developing a data science app skills needed python,numpy,sql",data science,"python,numpy,sql",a49bb41b-bbda-2a78-20ab-6deeb2ffb142,"kotlin,c,jv,siem",0,"['python', 'numpy', 'sql']","['kotlin', 'c', 'jv', 'siem']"
"this tsk involves testing dt science pp skills needed numpy,pandas,scikitlern",dt science,"numpy,pandas,scikitlern",10490a30-80ae-9565-f281-5f152254b604,"encryption,pnds,flutter,unity",0,"['numpy', 'pandas', 'scikitlern']","['encryption', 'pnds', 'flutter', 'unity']"
"this tsk involves testing mobile development pp skills needed swift,rect ntive",mobile development,"swift,ract nativ",6d89d06f-503e-5b70-3bc7-6436ce251830,"scikitlrn,aws,nodejs",0,"['swift', 'ract nativ']","['scikitlrn', 'aws', 'nodejs']"
"this task involves testing a mobile development app skills needed kotlin,flutter",mobile development,"kotlin,flutter",12a52cf5-c384-4cf7-11b5-af3114697e46,"flutter,scikitlarn,swift,encryption,python",0,"['kotlin', 'flutter']","['flutter', 'scikitlarn', 'swift', 'encryption', 'python']"
"this task involves designing a cybersecurity app skills needed penetration testing,firewalls,encryption",cybersecurity,"penetration testing,firewalls,encryption",ee9b7e90-99df-b6ab-a02c-894745b40ce4,"sql,java,networking,css,docker",0,"['penetration testing', 'firewalls', 'encryption']","['sql', 'java', 'networking', 'css', 'docker']"
"this task involves developing a data science app skills needed sql,python,scikitlearn,numpy",data science,"sql,python,scikitlarn,numpy",5cb3b39e-43ef-bdba-3a9d-551695e1aa13,"encryption,docker,unreal engine,css,swift",0,"['sql', 'python', 'scikitlarn', 'numpy']","['encryption', 'docker', 'unreal engine', 'css', 'swift']"
"this task involves improving a cybersecurity app skills needed networking,firewlls,encryption,penetration testing",cybersecurity,"ntworking,firewlls,encryption,penetration testing",6366a95c-5a63-faae-64e9-ef2335c2a7c6,"kotlin,flutter,java",0,"['ntworking', 'firewlls', 'encryption', 'penetration testing']","['kotlin', 'flutter', 'java']"
"this task involves developing a mobile development app skills needed kotlin,flutter",mobile development,"kotlin,fluttr",f8e0712b-c810-0d02-cd2f-99bd351dd128,"networking,sql,trrform,nodejs",0,"['kotlin', 'fluttr']","['networking', 'sql', 'trrform', 'nodejs']"
"this task involves designing a mobile development app skills needed kotlin,react native",mobile development,"kotlin,react native",b0982bd6-24ad-6bcb-4f87-6d18ab39c216,"python,firewalls,penetration testing,kubernetes",0,"['kotlin', 'react native']","['python', 'firewalls', 'penetration testing', 'kubernetes']"
"this tsk involves improving dt science pp skills needed scikitlern,numpy,pnds",dt science,"scikitlern,numpy,pnds",ed20abb8-dee7-cd09-88fc-4eaae2f325f4,"cicd,penetration testing,ract nativ",0,"['scikitlern', 'numpy', 'pnds']","['cicd', 'penetration testing', 'ract nativ']"
"this task involves designing a game development app skills needed unity,c,c,blender",gme development,"unity,c,c,blender",533eb1c6-d3d0-ea3e-0551-b044e870e955,"networking,scikitlern,encryption,firewlls,c",0,"['unity', 'c', 'c', 'blender']","['networking', 'scikitlern', 'encryption', 'firewlls', 'c']"
"this task involves improving a devops app skills needed docker,cicd",devops,"docker,cicd",d8011a70-fb69-ee1b-e417-412b163d6ac8,"cicd,pntrtion tsting,numpy,sql",0,"['docker', 'cicd']","['cicd', 'pntrtion tsting', 'numpy', 'sql']"
"this tsk involves improving web development pp skills needed css,html,nodejs,rect",web development,"css,html,nodejs,react",bde0df46-39b0-5cc3-1d87-197adc506c4a,"siem,c,html",0,"['css', 'html', 'nodejs', 'react']","['siem', 'c', 'html']"
"this task involves designing a cybersecurity app skills needed siem,encryption,firewalls,networking",cybersecurity,"siem,encryption,firewalls,networking",d7d77d79-bc44-ed0e-8e60-75491a8b3004,"cicd,c,pntration tsting,aws,sql",0,"['siem', 'encryption', 'firewalls', 'networking']","['cicd', 'c', 'pntration tsting', 'aws', 'sql']"
"this task involves developing a data science app skills needed numpy,python,scikitlearn,sql",data science,"numpy,python,scikitlarn,sql",efc339ad-f148-fc4e-1d07-5fb1837366c6,"terraform,unreal engine,siem,c",0,"['numpy', 'python', 'scikitlarn', 'sql']","['terraform', 'unreal engine', 'siem', 'c']"
"this task involves improving a mobile development app skills needed jv,swift,kotlin,flutter",mobile development,"jv,swift,kotlin,flutter",4ff017da-3bc1-daca-1624-7c7131c61283,"encryption,kotlin,unity",0,"['jv', 'swift', 'kotlin', 'flutter']","['encryption', 'kotlin', 'unity']"
"this task involves developing a web development app skills needed jvscript,css,rect,html",web development,"jvscript,css,rct,html",821f5aed-f522-2bf9-3edc-4e883bc9ec74,"html,javascript,c,encryption",1,"['jvscript', 'css', 'rct', 'html']","['html', 'javascript', 'c', 'encryption']"
"this task involves improving a devops app skills needed terraform,aws,cicd,kubernetes",devops,"terraform,aws,cicd,kubrnts",651abb08-811a-ad15-73b5-21a6c7520594,"c,css,unity",0,"['terraform', 'aws', 'cicd', 'kubrnts']","['c', 'css', 'unity']"
"this tsk involves testing gme development pp skills needed unity,c,unrel engine",game development,"unity,c,unreal engine",c5763799-fd51-092d-ecc0-e9736441ec2e,"penetration testing,c,dockr",0,"['unity', 'c', 'unreal engine']","['penetration testing', 'c', 'dockr']"
"this task involves developing a mobile development app skills needed flutter,java,react native,swift",mobile development,"flutter,java,react native,swift",74617c1d-f390-33d8-c311-3e51f6e46592,"kotlin,blender,scikitlearn,html",0,"['flutter', 'java', 'react native', 'swift']","['kotlin', 'blender', 'scikitlearn', 'html']"
"this task involves designing a devops app skills needed aws,docker",devops,"aws,docker",b1331d74-c2ea-f594-65dc-2a3d51f663bb,"c,html,cicd,terraform",0,"['aws', 'docker']","['c', 'html', 'cicd', 'terraform']"
"this task involves improving a devops app skills needed cicd,aws",devops,"cicd,aws",871cea2f-a660-1854-5fe8-5179108ea24f,"blender,sql,c",0,"['cicd', 'aws']","['blender', 'sql', 'c']"
"this task involves designing a data science app skills needed scikitlearn,pnds",data science,"scikitlearn,pnds",68db19dd-9a4c-3962-e881-b24f6b269fa0,"dockr,cicd,unity",0,"['scikitlearn', 'pnds']","['dockr', 'cicd', 'unity']"
"this task involves designing a cybersecurity app skills needed penetration testing,encryption,firewalls",cybersecurity,"penetration testing,encryption,firwalls",00ba2345-acbd-841c-e72a-ae9b64f4d51f,"unrel engine,ract nativ,cicd,jv,sql",0,"['penetration testing', 'encryption', 'firwalls']","['unrel engine', 'ract nativ', 'cicd', 'jv', 'sql']"
"this task involves improving a game development app skills needed unity,blender",gme development,"unity,blender",ec2cbf10-6c85-af19-30a8-b5c0c50cdacc,"numpy,flutter,unrl engin,encryption,kubrnts",0,"['unity', 'blender']","['numpy', 'flutter', 'unrl engin', 'encryption', 'kubrnts']"
"this task involves developing a game development app skills needed unreal engine,c,unity",gme development,"unreal engine,c,unity",ecfd2962-6fe6-9239-551e-7631fd4fcff9,"c,cicd,kubernetes",0,"['unreal engine', 'c', 'unity']","['c', 'cicd', 'kubernetes']"
"this task involves testing a devops app skills needed cicd,docker,aws,terrform",devops,"cicd,dockr,aws,terrform",72d44d9f-b3d6-885b-c359-4d0a9b177385,"networking,python,rct",0,"['cicd', 'dockr', 'aws', 'terrform']","['networking', 'python', 'rct']"
"this task involves improving a data science app skills needed sql,pandas,scikitlearn",dt science,"sql,pandas,scikitlarn",bf4e06fc-0acd-f3ed-b093-9e1ad3e80ef9,"sql,kotlin,c",0,"['sql', 'pandas', 'scikitlarn']","['sql', 'kotlin', 'c']"
"this task involves designing a devops app skills needed cicd,terraform,aws",devops,"cicd,trraform,aws",f29cf508-98b1-2554-c039-ecdbb9f75ea4,"sql,python,flutter,unreal engine",0,"['cicd', 'trraform', 'aws']","['sql', 'python', 'flutter', 'unreal engine']"
"this task involves improving a devops app skills needed ws,cicd",devops,"ws,cicd",ace8a416-2b26-c2b1-9451-c890c893f4b7,"java,cicd,docker,networking",0,"['ws', 'cicd']","['java', 'cicd', 'docker', 'networking']"
"this task involves developing a cybersecurity app skills needed siem,encryption",cybersecurity,"siem,encryption",86e503c4-31a5-3c50-1a0f-950553f76910,"kubrnts,encryption,firewalls,swift",0,"['siem', 'encryption']","['kubrnts', 'encryption', 'firewalls', 'swift']"
"this task involves improving a mobile development app skills needed rect ntive,swift,kotlin,flutter",mobile development,"rct ntiv,swift,kotlin,fluttr",cafff295-43b7-e5e2-7034-6f173f841d7d,"flutter,java,blender,unral engin",0,"['rct ntiv', 'swift', 'kotlin', 'fluttr']","['flutter', 'java', 'blender', 'unral engin']"
"this task involves developing a cybersecurity app skills needed siem,penetration testing,firewalls,networking",cybersecurity,"siem,penetration testing,firewalls,ntworking",e4040f49-9047-b8cc-c1ac-8c54c8659b99,"networking,trraform,javascript,numpy",0,"['siem', 'penetration testing', 'firewalls', 'ntworking']","['networking', 'trraform', 'javascript', 'numpy']"
"this task involves designing a devops app skills needed cicd,kubernetes,terrform,docker",devops,"cicd,kubrnts,terrform,docker",c978953d-5a63-f40b-1c3d-6f5edf61cf53,"numpy,python,c",0,"['cicd', 'kubrnts', 'terrform', 'docker']","['numpy', 'python', 'c']"
"this task involves designing a mobile development app skills needed java,flutter,react native,swift",mobile development,"java,flutter,react native,swift",7e2371a5-9e17-e727-189c-c17b5a9ef400,"fluttr,cicd,pandas,sql,kubernetes",0,"['java', 'flutter', 'react native', 'swift']","['fluttr', 'cicd', 'pandas', 'sql', 'kubernetes']"
"this task involves designing a cybersecurity app skills needed encryption,siem",cybersecurity,"encryption,siem",c8a238af-b98e-edb4-829d-f34e857aa014,"firwalls,sql,unity",0,"['encryption', 'siem']","['firwalls', 'sql', 'unity']"
"this task involves developing a cybersecurity app skills needed firewlls,networking,siem,encryption",cybersecurity,"firewlls,networking,siem,encryption",997bce36-66aa-e8a1-f9a0-9b4414cf8ea1,"rct ntiv,flutter,ract,c,html",0,"['firewlls', 'networking', 'siem', 'encryption']","['rct ntiv', 'flutter', 'ract', 'c', 'html']"
"this task involves designing a web development app skills needed nodejs,react,javascript,html",web development,"nodjs,ract,javascript,html",0b7de250-f34c-9fa1-74d8-b693a8722c6d,"html,nodjs,swift,scikitlrn",1,"['nodjs', 'ract', 'javascript', 'html']","['html', 'nodjs', 'swift', 'scikitlrn']"
"this task involves improving a web development app skills needed html,css,nodejs",web development,"html,css,nodejs",80cb4ebb-74b7-3509-e93e-116b31b1b086,"blender,numpy,react,nodjs,cicd",0,"['html', 'css', 'nodejs']","['blender', 'numpy', 'react', 'nodjs', 'cicd']"
"this tsk involves designing dt science pp skills needed python,pnds,numpy",dt science,"python,pandas,numpy",7264540b-72a0-bfd5-d292-26427710cd4a,"c,fluttr,rect ntive",0,"['python', 'pandas', 'numpy']","['c', 'fluttr', 'rect ntive']"
"this task involves testing a data science app skills needed scikitlearn,sql",dt science,"scikitlearn,sql",e9be77fb-3408-c229-5e2f-9ae7dafaf0e3,"pandas,kubernetes,react native,unity,terraform",0,"['scikitlearn', 'sql']","['pandas', 'kubernetes', 'react native', 'unity', 'terraform']"
"this task involves developing a web development app skills needed css,javascript",web development,"css,javascript",d28081a7-16c1-cef4-61c5-73ad6a91945b,"kotlin,aws,blender,numpy",0,"['css', 'javascript']","['kotlin', 'aws', 'blender', 'numpy']"
"this task involves designing a devops app skills needed kubernetes,terraform,cicd",devops,"kubernetes,trraform,cicd",82516e44-e178-8e49-d088-34eb771cd449,"c,aws,pandas,java",0,"['kubernetes', 'trraform', 'cicd']","['c', 'aws', 'pandas', 'java']"
"this task involves developing a cybersecurity app skills needed networking,encryption",cybersecurity,"ntworking,encryption",c586cee9-07f0-787a-47d2-08136c2f58e2,"scikitlrn,python,unreal engine,encryption",0,"['ntworking', 'encryption']","['scikitlrn', 'python', 'unreal engine', 'encryption']"
"this task involves designing a mobile development app skills needed react native,swift,flutter,kotlin",mobile development,"react native,swift,flutter,kotlin",a6dc1046-a494-3f33-4225-4d10aa48d56d,"cicd,rect ntive,python,ws,css",0,"['react native', 'swift', 'flutter', 'kotlin']","['cicd', 'rect ntive', 'python', 'ws', 'css']"
