experience_level,total_tasks_completed,missed_deadlines,average_task_duration,task_quality_score,performance_score,deadline_adherence,task_efficiency,completion_rate,productivity
3,160,2,2.1,88,88.08,90,0.98,0.9876543148910227,41.387418909719045
3,151,2,2.4,86,85.75,90,0.97,0.986928098124653,35.364923516133395
3,169,0,2.4,93,92.25,100,1.0,0.9999999940828402,38.74999977071006
1,173,0,2.3,89,92.1,100,1.0,0.9999999942196532,38.69565195023876
3,174,1,1.8,95,93.39,95,0.99,0.9942857086040817,52.47619017632653
3,186,2,1.7,87,92.51,90,0.98,0.9893616968650973,50.63203978074322
2,171,2,2.3,90,89.95,90,0.98,0.9884393006448595,38.67805959045103
3,173,0,1.7,93,93.96,100,1.0,0.9999999942196532,54.70588203672221
2,164,0,2.1,93,91.94,100,1.0,0.9999999939024391,44.285714015679446
3,161,2,1.9,96,90.41,90,0.98,0.9877300552899997,49.906360688336825
3,195,2,2.0,97,95.78,90,0.98,0.989847710711433,48.0076139695045
3,180,0,2.0,89,93.65,100,1.0,0.9999999944444445,44.49999975277778
2,192,0,2.4,92,95.6,100,1.0,0.9999999947916667,38.33333313368056
2,180,0,1.6,88,94.04,100,1.0,0.9999999944444445,54.99999969444444
3,179,1,2.3,89,91.99,95,0.99,0.9944444389197531,38.480676114720886
3,190,1,2.3,91,94.17,95,0.99,0.9947643926975687,39.358069450208156
3,169,0,2.4,91,91.79,100,1.0,0.9999999940828402,37.916666442307694
2,157,1,2.0,97,90.91,95,0.99,0.9936708797868932,48.19303766966432
2,193,2,2.0,91,94.07,90,0.98,0.9897435846679816,45.033333102393165
3,179,2,2.5,92,91.35,90,0.98,0.9889502707792803,36.39336996467752
3,184,0,2.0,95,95.67,100,1.0,0.9999999945652175,47.49999974184783
2,170,2,2.0,89,90.03,90,0.98,0.9883720872769065,43.98255788382234
3,196,2,1.8,99,96.71,90,0.98,0.9898989848995001,54.444444169472504
3,189,2,1.5,85,92.82,90,0.98,0.9895287906307393,56.07329813574189
2,177,2,1.9,95,92.67,90,0.98,0.988826810118286,49.4413405059143
3,188,2,2.2,93,93.45,90,0.98,0.9894736790027702,41.82775097602619
3,166,1,2.2,93,91.06,95,0.99,0.9940119700957367,42.019596917683415
3,161,1,1.5,99,92.77,95,0.99,0.9938271543590916,65.59259218770005
3,199,0,2.3,91,96.61,100,1.0,0.9999999949748745,39.56521719248417
3,167,2,2.0,96,91.19,90,0.98,0.9881656746262386,47.43195238205945
2,196,1,2.0,90,95.34,95,0.99,0.9949238528176454,44.771573376794045
3,177,1,2.5,97,93.24,95,0.99,0.9943820168854943,38.582022255157185
3,152,1,1.8,97,90.44,95,0.99,0.9934640457943527,53.53667357891789
3,164,2,2.3,89,88.63,90,0.98,0.9879518012773988,38.22943926682109
1,165,1,2.1,89,90.13,95,0.99,0.9939758976266513,42.12564518512951
3,171,0,2.2,99,94.27,100,1.0,0.9999999941520469,44.999999736842106
3,198,0,1.9,87,96.14,100,1.0,0.999999994949495,45.78947345295057
3,180,2,1.8,94,93.06,90,0.98,0.9890109835768628,51.6483513645695
3,180,0,2.0,85,92.72,100,1.0,0.9999999944444445,42.499999763888894
3,150,1,1.9,90,88.34,95,0.99,0.9933774768650498,47.05472258834447
1,160,2,1.7,92,89.64,90,0.98,0.9876543148910227,53.44952762939652
3,155,0,2.3,98,91.4,100,1.0,0.9999999935483872,42.60869537727911
3,172,2,2.0,86,89.64,90,0.98,0.9885057414453693,42.50574688215088
3,158,1,2.3,92,89.43,95,0.99,0.9937106855741467,39.748427422965875
3,165,0,2.0,92,92.02,100,1.0,0.999999993939394,45.99999972121212
3,187,1,2.1,94,94.72,95,0.99,0.9946808457729742,44.52380928698075
3,193,0,2.5,92,95.6,100,1.0,0.9999999948186529,36.79999980932642
2,168,2,2.5,94,90.1,90,0.98,0.9882352883044984,37.15764684024914
3,194,0,1.8,99,98.47,100,1.0,0.9999999948453608,54.99999971649484
3,162,0,2.4,87,89.77,100,1.0,0.9999999938271605,36.24999977623457
1,181,0,1.9,94,95.13,100,1.0,0.9999999944751382,49.47368393719105
2,185,2,1.6,92,93.68,90,0.98,0.9893048075438245,56.88502643376991
2,158,0,2.1,95,91.48,100,1.0,0.9999999936708861,45.23809495177818
3,195,1,2.5,99,96.5,95,0.99,0.9948979541076635,39.39795898266347
3,195,2,2.5,96,94.77,90,0.98,0.989847710711433,38.01015209131903
2,198,2,1.6,96,96.63,90,0.98,0.98999999505,59.399999703000006
2,186,1,2.3,98,95.18,95,0.99,0.9946524010981155,42.38084143809362
3,180,2,2.3,88,90.88,90,0.98,0.9890109835768628,37.84042024120171
3,180,0,1.9,87,93.34,100,1.0,0.9999999944444445,45.78947342982457
1,168,2,2.2,95,90.8,90,0.98,0.9882352883044984,42.67379654042152
3,151,1,2.0,93,89.04,95,0.99,0.9934210460959142,46.19407864346001
3,194,2,1.7,92,94.92,90,0.98,0.9897959133173678,53.5654258971752
3,181,1,2.3,94,93.47,95,0.99,0.9945054890411786,40.64500694342209
3,192,2,1.8,97,95.62,90,0.98,0.989690716547986,53.33333305841925
3,183,1,1.8,97,95.26,95,0.99,0.9945652119860586,53.596014201470936
1,150,2,1.7,86,86.68,90,0.97,0.9868420987707757,49.92260029075689
2,170,0,2.2,97,93.65,100,1.0,0.9999999941176471,44.0909088315508
3,152,1,2.0,97,90.13,95,0.99,0.9934640457943527,48.183006221026105
3,176,1,1.9,99,94.48,95,0.99,0.9943502768680775,51.81088284733668
3,193,2,2.1,97,95.31,90,0.98,0.9897435846679816,45.71672748228296
3,156,2,1.7,98,90.41,90,0.97,0.9873417659029002,56.9173488579319
1,182,2,2.4,92,91.97,90,0.98,0.9891304294068999,37.91666646059783
3,158,0,2.0,95,91.63,100,1.0,0.9999999936708861,47.49999969936709
3,179,2,1.9,95,92.98,90,0.98,0.9889502707792803,49.44751353896402
3,167,1,1.6,87,90.75,95,0.99,0.994047613130669,54.05133896398013
3,175,2,1.7,94,92.44,90,0.98,0.9887005593858725,54.6693250483953
3,169,0,2.4,96,92.95,100,1.0,0.9999999940828402,39.99999976331361
3,187,2,2.0,98,94.77,90,0.98,0.9894179841829737,48.48148122496571
3,190,2,2.2,90,93.06,90,0.98,0.9895833281792535,40.48295433460582
3,180,1,1.6,89,93.24,95,0.99,0.9944751326272092,55.31767925238851
2,157,2,2.1,92,88.55,90,0.98,0.9874213774376014,43.25846034488539
3,172,0,2.4,93,92.72,100,1.0,0.9999999941860466,38.74999977470931
3,199,2,1.8,95,96.24,90,0.98,0.9900497463181605,52.25262550012513
3,174,2,2.1,91,90.96,90,0.98,0.9886363580191116,42.84090884749484
3,196,1,2.4,90,94.72,95,0.99,0.9949238528176454,37.3096444806617
3,150,2,2.2,90,86.84,90,0.97,0.9868420987707757,40.37081313153173
3,195,1,1.6,85,94.64,95,0.99,0.9948979541076635,52.85395381196962
3,167,1,1.9,89,90.75,95,0.99,0.994047613130669,46.56328293085765
2,168,2,1.6,98,92.44,90,0.98,0.9882352883044984,60.529411408650525
3,191,1,2.4,92,94.4,95,0.99,0.99479166148546,38.133680356942634
3,155,1,2.1,90,88.81,95,0.99,0.9935897372205786,42.58241730945337
3,166,2,2.5,96,90.26,90,0.98,0.9880952322137189,37.94285691700681
3,195,2,1.5,85,93.76,90,0.98,0.989847710711433,56.09137027364787
3,194,0,1.9,99,98.32,100,1.0,0.9999999948453608,52.10526288931091
3,157,0,1.6,99,93.03,100,1.0,0.9999999936305733,61.87499960589172
3,191,1,1.9,89,94.48,95,0.99,0.99479166148546,46.598135722213655
2,158,1,1.7,97,91.53,95,0.99,0.9937106855741467,56.699962647466016
3,186,2,1.8,95,94.22,90,0.98,0.9893616968650973,52.21631177899124
3,176,0,2.3,96,94.2,100,1.0,0.9999999943181819,41.73913019762846
3,185,0,1.7,89,94.9,100,1.0,0.9999999945945947,52.35294089348172
2,155,2,2.0,96,89.33,90,0.97,0.9872611402085277,47.38853473000933
3,155,2,2.4,87,86.61,90,0.97,0.9872611402085277,35.78821633255913
3,194,2,2.5,92,93.68,90,0.98,0.9897959133173678,36.424489610079135
3,153,2,1.8,99,90.03,90,0.97,0.9870967678251822,54.290322230385016
2,189,2,1.8,90,93.52,90,0.98,0.9895287906307393,49.47643953153696
3,176,2,1.9,90,91.35,90,0.98,0.9887640393889661,46.836191339477345
3,186,0,2.4,86,93.26,100,1.0,0.999999994623656,35.833333140681006
3,151,2,2.3,94,87.77,90,0.97,0.986928098124653,40.335322271181475
1,158,0,2.4,86,88.91,100,1.0,0.9999999936708861,35.83333310654008
3,160,0,2.3,90,90.31,100,1.0,0.99999999375,39.13043453804349
3,169,2,1.7,96,91.97,90,0.98,0.9883040877876954,55.81011319271691
3,192,2,2.1,92,93.99,90,0.98,0.989690716547986,43.35787901067367
3,188,1,1.9,86,93.32,95,0.99,0.9947089894459842,45.023670048607705
3,163,1,2.0,93,90.91,95,0.99,0.9939024329640096,46.21646313282645
3,175,0,1.7,97,95.21,100,1.0,0.9999999942857143,57.05882320336134
1,187,0,1.8,96,96.68,100,1.0,0.9999999946524064,53.33333304812834
2,179,1,2.4,98,93.94,95,0.99,0.9944444389197531,40.60648125588992
3,185,0,2.4,93,94.74,100,1.0,0.9999999945945947,38.74999979054055
1,187,1,2.1,99,95.88,95,0.99,0.9946808457729742,46.892097015011636
3,184,2,2.0,98,94.3,90,0.98,0.989247306509423,48.47311801896173
1,155,2,2.2,88,87.15,90,0.97,0.9872611402085277,39.490445608341105
2,152,2,2.1,88,86.84,90,0.97,0.9870129806038118,41.36054394911211
1,150,0,2.5,88,87.98,100,1.0,0.9999999933333334,35.19999976533334
3,167,2,1.7,95,91.42,90,0.98,0.9881656746262386,55.22102299381922
3,172,0,1.9,89,92.56,100,1.0,0.9999999941860466,46.842104990820076
3,181,2,2.4,92,91.81,90,0.98,0.9890710328466064,37.91438959245325
3,178,0,2.4,86,92.02,100,1.0,0.9999999943820225,35.833333132022474
3,172,0,2.0,95,93.81,100,1.0,0.9999999941860466,47.49999972383721
3,185,1,1.6,89,94.02,95,0.99,0.9946236505665396,55.325940562763755
3,155,1,2.3,98,90.36,95,0.99,0.9935897372205786,42.33556271635509
3,166,1,2.1,86,89.58,95,0.99,0.9940119700957367,40.70715687058731
3,167,0,2.3,99,93.5,100,1.0,0.9999999940119761,43.04347800312419
3,180,1,2.0,95,94.02,95,0.99,0.9944751326272092,47.237568799792435
3,155,1,1.7,95,90.6,95,0.99,0.9935897372205786,55.52413237409116
3,183,1,1.5,92,94.56,95,0.99,0.9945652119860586,60.99999966847827
3,193,0,2.1,85,94.59,100,1.0,0.9999999948186529,40.47619026646928
2,193,0,1.7,99,98.47,100,1.0,0.9999999948186529,58.235293815909785
3,176,1,1.7,91,92.93,95,0.99,0.9943502768680775,53.226985408820624
2,185,1,1.9,87,93.08,95,0.99,0.9946236505665396,45.54329347330997
3,197,0,1.9,88,96.22,100,1.0,0.9999999949238579,46.31578923857869
3,191,0,1.8,98,97.77,100,1.0,0.9999999947643979,54.444444159395
3,174,1,1.6,99,94.64,95,0.99,0.9942857086040817,61.521428219877556
1,159,1,2.4,92,89.43,95,0.99,0.9937499937890626,38.09374976191407
1,188,1,1.6,87,94.02,95,0.99,0.9947089894459842,54.087301301125386
1,195,0,1.9,96,97.77,100,1.0,0.9999999948717949,50.52631553036438
3,188,1,1.8,97,96.04,95,0.99,0.9947089894459842,53.60376220903359
3,161,0,2.4,97,91.94,100,1.0,0.99999999378882,40.416666415631475
3,160,2,1.9,91,89.09,90,0.98,0.9876543148910227,47.3034435026753
3,198,1,1.6,96,97.67,95,0.99,0.9949748693719856,59.69849216231914
3,192,2,1.5,85,93.29,90,0.98,0.989690716547986,56.08247393771921
3,152,0,2.2,93,89.92,100,1.0,0.9999999934210527,42.27272699461722
1,171,2,2.2,97,91.74,90,0.98,0.9884393006448595,43.58118734661426
1,153,1,1.9,90,88.81,95,0.99,0.9935064870551527,47.06083359734934
3,157,2,1.6,87,88.16,90,0.98,0.9874213774376014,53.69103739816958
3,163,2,1.9,91,89.56,90,0.98,0.9878787818916438,47.31419429059979
3,169,2,2.1,99,92.05,90,0.98,0.9883040877876954,46.591478424277064
3,173,0,2.2,97,94.12,100,1.0,0.9999999942196532,44.09090883604834
3,163,1,1.6,89,90.6,95,0.99,0.9939024329640096,55.28582283362303
3,177,0,2.1,92,93.73,100,1.0,0.9999999943502825,43.80952356201238
1,165,2,1.8,92,90.26,90,0.98,0.9880239461794973,50.49900169361875
3,181,2,2.1,96,93.21,90,0.98,0.9890710328466064,45.21467578727343
3,196,0,2.1,93,96.92,100,1.0,0.9999999948979592,44.28571405976676
1,161,0,2.4,90,90.31,100,1.0,0.99999999378882,37.49999976708075
3,165,2,1.9,88,89.17,90,0.98,0.9880239461794973,45.7611090862083
3,168,1,2.0,97,92.62,95,0.99,0.9940828343545395,48.21301746619516
3,154,0,1.8,86,89.22,100,1.0,0.9999999935064936,47.77777746753247
3,161,2,1.8,87,88.47,90,0.98,0.9877300552899997,47.740286005683316
3,178,2,1.5,89,92.05,90,0.98,0.9888888833950618,58.674073748107
3,154,1,1.8,92,89.58,95,0.99,0.9935483806867846,50.78136167954677
3,191,2,1.6,96,95.54,90,0.98,0.9896373005718274,59.37823803430964
2,166,0,2.5,94,91.87,100,1.0,0.9999999939759037,37.59999977349398
3,196,2,2.1,86,93.21,90,0.98,0.9898989848995001,40.538720333979526
3,157,2,1.7,89,88.47,90,0.98,0.9874213774376014,51.69441328938031
1,189,2,1.6,98,95.7,90,0.98,0.9895287906307393,60.60863842613278
3,189,2,1.9,93,94.07,90,0.98,0.9895287906307393,48.43483027824145
3,179,1,1.8,86,92.07,95,0.99,0.9944444389197531,47.512345415054874
3,159,0,1.8,99,93.03,100,1.0,0.9999999937106919,54.99999965408806
3,169,2,2.0,92,90.57,90,0.98,0.9883040877876954,45.46198803823399
3,194,0,2.4,87,94.74,100,1.0,0.9999999948453608,36.249999813144335
3,165,1,2.1,92,90.83,95,0.99,0.9939758976266513,43.54561075316757
3,190,0,2.0,88,94.97,100,1.0,0.9999999947368422,43.999999768421056
3,165,1,2.3,88,89.58,95,0.99,0.9939758976266513,38.03038217006318
3,191,0,1.5,96,97.77,100,1.0,0.9999999947643979,63.99999966492147
3,152,0,1.7,91,90.23,100,1.0,0.9999999934210527,53.52941141253871
2,172,2,2.0,89,90.34,90,0.98,0.9885057414453693,43.988505494318936
3,171,0,2.2,88,91.71,100,1.0,0.9999999941520469,39.99999976608187
3,177,2,2.0,91,91.58,90,0.98,0.988826810118286,44.99161986038201
3,195,2,1.7,96,96.01,90,0.98,0.989847710711433,55.89728248723386
3,185,2,1.8,99,95.0,90,0.98,0.9893048075438245,54.411764414910344
3,153,0,2.3,93,89.92,100,1.0,0.9999999934640523,40.43478234441603
3,187,2,2.4,98,94.15,90,0.98,0.9894179841829737,40.4012343541381
3,173,2,1.8,97,92.67,90,0.98,0.988571422922449,53.273015568598645
3,168,1,2.3,89,90.28,95,0.99,0.9940828343545395,38.46668359024088
3,160,1,2.2,96,90.83,95,0.99,0.9937888137031751,43.36533005250218
3,189,0,2.4,87,93.96,100,1.0,0.9999999947089947,36.24999980820106
3,195,2,1.8,86,93.52,90,0.98,0.989847710711433,47.2927239562129
2,189,1,2.4,91,93.86,95,0.99,0.9947368368698062,37.717105064646816
2,195,1,1.6,96,97.2,95,0.99,0.9948979541076635,59.693877246459806
2,188,1,2.3,91,93.86,95,0.99,0.9947089894459842,39.35587740851503
3,167,2,1.9,96,91.35,90,0.98,0.9881656746262386,49.92837092848363
3,161,0,1.7,97,93.03,100,1.0,0.99999999378882,57.05882317500914
3,163,2,1.6,89,89.56,90,0.98,0.9878787818916438,54.95075724272269
1,196,2,1.9,88,93.99,90,0.98,0.9898989848995001,45.84795298481895
3,167,1,1.9,97,92.62,95,0.99,0.994047613130669,50.748746565092056
3,193,2,1.7,95,95.47,90,0.98,0.9897435846679816,55.309200319681324
3,191,2,1.7,86,93.06,90,0.98,0.9896373005718274,50.064004617163036
3,161,1,1.9,86,89.12,95,0.99,0.9938271543590916,44.98375540783257
2,189,1,1.9,91,94.64,95,0.99,0.9947368368698062,47.64265902902756
3,176,2,1.9,94,92.28,90,0.98,0.9887640393889661,48.91779984345411
2,155,1,2.4,91,88.57,95,0.99,0.9935897372205786,37.67361086961361
3,173,0,2.1,88,92.18,100,1.0,0.9999999942196532,41.90476166253785
3,182,0,1.5,98,96.84,100,1.0,0.9999999945054946,65.33333297435898
3,194,0,2.0,88,95.6,100,1.0,0.9999999948453608,43.999999773195874
3,165,0,2.3,88,90.62,100,1.0,0.999999993939394,38.26086933333334
2,199,0,1.6,95,98.63,100,1.0,0.9999999949748745,59.37499970163317
3,180,1,2.0,97,94.48,95,0.99,0.9944751326272092,48.23204393241965
1,186,0,2.5,97,95.67,100,1.0,0.999999994623656,38.79999979139785
3,162,0,2.0,93,91.79,100,1.0,0.9999999938271605,46.49999971296297
3,157,0,2.2,85,88.83,100,1.0,0.9999999936305733,38.63636339027215
3,187,1,1.8,99,96.35,95,0.99,0.9946808457729742,54.707446517513574
1,169,2,1.8,90,90.41,90,0.98,0.9883040877876954,49.41520438938477
3,153,2,1.9,99,89.87,90,0.97,0.9870967678251822,51.43293684983844
3,193,2,2.0,97,95.47,90,0.98,0.9897435846679816,48.00256385639711
3,194,2,2.4,94,94.3,90,0.98,0.9897959133173678,38.767006604930245
3,151,1,1.6,91,89.2,95,0.99,0.9934210460959142,56.50082199670512
3,185,1,1.7,96,95.49,95,0.99,0.9946236505665396,56.16698262022812
1,172,1,2.2,89,91.06,95,0.99,0.9942196474322564,40.220703918850376
3,194,1,2.1,90,94.87,95,0.99,0.9948717897698882,42.63736241870949
3,168,0,1.8,90,92.33,100,1.0,0.9999999940476191,49.999999702380954
3,189,2,1.8,97,95.16,90,0.98,0.9895287906307393,53.3246070506565
3,157,1,1.9,93,90.13,95,0.99,0.9936708797868932,48.63757464220056
2,165,1,2.0,94,91.45,95,0.99,0.9939758976266513,46.71686718845261
2,192,2,2.3,97,94.85,90,0.98,0.989690716547986,41.73913021963246
2,167,1,1.5,88,91.14,95,0.99,0.994047613130669,58.317459970332585
3,185,0,2.4,96,95.44,100,1.0,0.9999999945945947,39.99999978378379
3,173,1,1.9,95,93.08,95,0.99,0.9942528678491215,49.71264339245607
3,150,2,1.7,96,89.01,90,0.97,0.9868420987707757,55.72755381293792
2,150,0,2.0,97,90.85,100,1.0,0.9999999933333334,48.499999676666675
2,195,0,2.2,89,95.67,100,1.0,0.9999999948717949,40.454545247086244
3,185,2,1.5,88,92.9,90,0.98,0.9893048075438245,58.03921537590438
3,160,2,2.2,85,87.23,90,0.98,0.9876543148910227,38.159371257153154
3,167,0,2.3,94,92.33,100,1.0,0.9999999940119761,40.869564972663376
3,165,1,1.7,90,90.98,95,0.99,0.9939758976266513,52.62225340376389
3,166,2,1.7,89,89.87,90,0.98,0.9880952322137189,51.72969156883587
2,173,0,1.7,88,92.8,100,1.0,0.9999999942196532,51.764705583135
1,183,2,2.3,90,91.81,90,0.98,0.9891891838422207,38.707402845999944
1,153,1,1.8,96,90.36,95,0.99,0.9935064870551527,52.98701264294147
2,184,1,2.3,89,92.77,95,0.99,0.9945945892184076,38.48648627845142
1,164,0,2.0,87,90.7,100,1.0,0.9999999939024391,43.4999997347561
3,151,1,2.3,86,86.94,95,0.99,0.9934210460959142,37.1453086801081
3,180,1,2.1,97,94.33,95,0.99,0.9944751326272092,45.93527993563776
3,158,1,1.8,90,89.74,95,0.99,0.9937106855741467,49.68553427870733
3,159,2,2.4,88,87.46,90,0.98,0.9875776336175303,36.21117989930944
3,174,0,2.2,95,93.81,100,1.0,0.9999999942528736,43.181817933646805
2,154,0,2.0,99,91.94,100,1.0,0.9999999935064936,49.499999678571434
3,163,0,2.1,97,92.72,100,1.0,0.9999999938650307,46.190475907099035
3,191,1,2.1,94,95.34,95,0.99,0.99479166148546,44.52876960934916
3,197,2,1.9,87,93.91,90,0.98,0.9899497437690967,45.32927774100601
3,187,0,1.9,98,97.0,100,1.0,0.9999999946524064,51.5789470925978
1,189,2,1.8,92,93.99,90,0.98,0.9895287906307393,50.57591596557112
3,151,0,2.5,96,90.0,100,1.0,0.9999999933774835,38.39999974569537
2,167,1,2.1,93,91.37,95,0.99,0.994047613130669,44.02210858150105
3,178,0,1.6,99,96.3,100,1.0,0.9999999943820225,61.87499965238764
3,169,0,2.0,91,92.41,100,1.0,0.9999999940828402,45.49999973076923
1,157,1,1.5,86,89.12,95,0.99,0.9936708797868932,56.97046377444854
2,186,1,1.8,92,94.56,95,0.99,0.9946524010981155,50.83778938945923
1,198,0,1.9,95,98.01,100,1.0,0.999999994949495,49.99999974747475
2,197,2,2.0,97,96.09,90,0.98,0.9899497437690967,48.012562572801194
3,175,1,2.5,97,92.93,95,0.99,0.9943181761686467,38.579545235343495
3,186,0,2.5,95,95.21,100,1.0,0.999999994623656,37.999999795698926
2,198,1,1.6,89,96.04,95,0.99,0.9949748693719856,55.345477108816695
3,153,2,2.0,99,89.71,90,0.97,0.9870967678251822,48.86129000734652
3,182,0,2.3,99,95.83,100,1.0,0.9999999945054946,43.04347802436695
2,171,0,1.7,99,95.05,100,1.0,0.9999999941520469,58.23529377708979
2,155,2,2.3,95,88.63,90,0.97,0.9872611402085277,40.77817753035224
3,182,2,2.4,94,92.44,90,0.98,0.9891304294068999,38.74094181843691
2,177,0,2.2,91,93.34,100,1.0,0.9999999943502825,41.3636361299435
3,173,2,1.8,89,90.8,90,0.98,0.988571422922449,48.879364800054425
2,153,2,2.4,86,86.06,90,0.97,0.9870967678251822,35.3709675137357
3,151,0,2.4,96,90.15,100,1.0,0.9999999933774835,39.999999735099344
3,162,1,2.2,96,91.14,95,0.99,0.9938650245775152,43.368655617927935
3,195,2,1.9,96,95.7,90,0.98,0.989847710711433,50.013358014893456
3,198,1,2.3,88,94.72,95,0.99,0.9949748693719856,38.068603697710756
3,160,1,1.8,97,91.68,95,0.99,0.9937888137031751,53.554174960671105
2,184,1,1.8,95,94.95,95,0.99,0.9945945892184076,52.49249220874929
3,188,2,2.0,89,92.82,90,0.98,0.9894736790027702,44.031578715623276
3,159,0,2.5,90,89.84,100,1.0,0.9999999937106919,35.99999977358491
3,192,0,2.3,89,95.05,100,1.0,0.9999999947916667,38.69565197237319
3,159,0,2.2,94,91.24,100,1.0,0.9999999937106919,42.727272458547745
2,157,0,2.0,95,91.48,100,1.0,0.9999999936305733,47.49999969745223
3,154,0,1.8,99,92.25,100,1.0,0.9999999935064936,54.99999964285715
3,172,0,2.4,85,90.85,100,1.0,0.9999999941860466,35.41666646075582
3,183,1,2.1,85,91.99,95,0.99,0.9945652119860586,40.25621096134047
3,196,1,2.3,99,96.97,95,0.99,0.9949238528176454,42.824983229976915
1,181,1,2.0,87,92.31,95,0.99,0.9945054890411786,43.260988773291274
3,165,2,2.3,93,89.71,90,0.98,0.9880239461794973,39.95053347595359
3,153,2,2.4,95,88.16,90,0.97,0.9870967678251822,39.07258039308013
3,177,2,1.9,86,90.57,90,0.98,0.988826810118286,44.757424036932946
3,197,0,1.5,94,98.24,100,1.0,0.9999999949238579,62.66666634856176
3,193,1,1.8,89,94.95,95,0.99,0.9948453556966734,49.18957592055774
2,163,2,2.4,93,89.25,90,0.98,0.9878787818916438,38.2803027983012
3,161,1,2.2,91,89.82,95,0.99,0.9938271543590916,41.10830502121697
3,170,0,2.2,95,93.19,100,1.0,0.9999999941176471,43.18181792780749
3,197,1,1.8,92,96.27,95,0.99,0.9949494899244975,50.85297392947432
3,165,0,2.2,86,90.31,100,1.0,0.999999993939394,39.09090885399449
3,193,2,2.1,89,93.45,90,0.98,0.9897435846679816,41.946275731166835
1,151,0,1.7,93,90.54,100,1.0,0.9999999933774835,54.70588199065057
2,172,0,2.5,85,90.7,100,1.0,0.9999999941860466,33.99999980232558
3,178,1,1.9,85,91.53,95,0.99,0.994413402265847,44.486915364524734
3,195,0,1.8,94,97.46,100,1.0,0.9999999948717949,52.22222195441596
3,192,2,1.9,92,94.3,90,0.98,0.989690716547986,47.921866274955114
3,158,2,1.6,86,88.08,90,0.98,0.987499993828125,53.078124668261715
3,156,0,2.1,93,90.7,100,1.0,0.9999999935897437,44.2857140018315
3,178,1,1.7,94,93.94,95,0.99,0.994413402265847,54.985211654699775
3,193,2,2.3,93,94.07,90,0.98,0.9897435846679816,40.020066684401
3,166,2,1.9,88,89.33,90,0.98,0.9880952322137189,45.76441075516171
2,158,0,2.0,86,89.53,100,1.0,0.9999999936708861,42.9999997278481
3,155,0,2.1,87,89.14,100,1.0,0.9999999935483872,41.42857116129033
3,193,2,2.3,94,94.3,90,0.98,0.9897435846679816,40.45038998208273
3,169,0,1.7,85,91.48,100,1.0,0.9999999940828402,49.99999970414201
2,159,0,2.5,87,89.14,100,1.0,0.9999999937106919,34.79999978113208
3,158,2,2.1,89,88.0,90,0.98,0.987499993828125,41.85119021462054
3,161,1,1.5,87,89.97,95,0.99,0.9938271543590916,57.64197495282732
1,182,1,1.9,87,92.62,95,0.99,0.9945355136910627,45.539257732169716
3,181,2,1.9,94,93.06,90,0.98,0.9890710328466064,48.9329879408321
3,183,0,2.3,90,93.89,100,1.0,0.9999999945355191,39.13043456878119
3,168,2,1.8,87,89.56,90,0.98,0.9882352883044984,47.76470560138409
2,182,2,1.8,87,91.74,90,0.98,0.9891304294068999,47.807970754666826
2,197,0,1.6,99,99.25,100,1.0,0.9999999949238579,61.874999685913714
3,165,1,1.8,93,91.53,95,0.99,0.9939758976266513,51.35542137737698
3,199,1,2.2,86,94.56,95,0.99,0.994999995025,38.89545435097727
2,199,0,2.1,85,95.52,100,1.0,0.9999999949748745,40.476190272792536
2,172,2,1.6,94,92.12,90,0.98,0.9885057414453693,58.07471230991544
3,175,0,1.6,92,94.2,100,1.0,0.9999999942857143,57.49999967142857
2,194,2,1.9,97,95.78,90,0.98,0.9897959133173678,50.531686100939304
3,193,0,2.2,98,97.46,100,1.0,0.9999999948186529,44.54545431464908
3,190,0,2.3,87,94.27,100,1.0,0.9999999947368422,37.826086757437075
3,186,1,1.5,91,94.79,95,0.99,0.9946524010981155,60.342245666619
3,158,1,1.8,86,88.81,95,0.99,0.9937106855741467,47.477288310764784
3,179,0,1.9,95,95.05,100,1.0,0.9999999944134078,49.999999720670395
1,162,0,2.4,95,91.63,100,1.0,0.9999999938271605,39.58333308899177
3,197,1,2.0,96,96.89,95,0.99,0.9949494899244975,47.75757551637588
3,191,2,1.8,92,94.3,90,0.98,0.9896373005718274,50.581462029226735
3,165,1,1.9,93,91.37,95,0.99,0.9939758976266513,48.6525044627782
3,195,2,1.9,92,94.77,90,0.98,0.989847710711433,47.929468097606225
3,151,1,2.2,92,88.5,95,0.99,0.9934210460959142,41.543061927647315
1,180,1,1.5,92,94.09,95,0.99,0.9944751326272092,60.9944748011355
3,192,2,1.9,98,95.7,90,0.98,0.989690716547986,51.04720537984349
3,168,0,2.1,91,92.1,100,1.0,0.9999999940476191,43.33333307539682
3,160,1,1.8,86,89.12,95,0.99,0.9937888137031751,47.4810210991517
2,163,1,2.1,92,90.52,95,0.99,0.9939024329640096,43.54239230128042
2,196,1,1.9,89,95.26,95,0.99,0.9949238528176454,46.60432784251076
2,174,0,2.3,90,92.49,100,1.0,0.9999999942528736,39.130434557721145
3,156,1,1.6,88,89.27,95,0.99,0.9936305669195505,54.64968118057528
3,164,0,2.4,85,89.61,100,1.0,0.9999999939024391,35.41666645071138
3,179,1,1.7,97,94.79,95,0.99,0.9944444389197531,56.741829750127096
3,180,2,1.7,89,92.05,90,0.98,0.9890109835768628,51.77763384608282
1,173,1,2.3,87,90.6,95,0.99,0.9942528678491215,37.60869543603199
